45,-140,209
47,-140,206
50,-139,225
49,-138,237
53,-138,238
43,-137,205
46,-137,213
51,-137,204
52,-137,203
57,-137,204
45,-136,219
47,-136,218
54,-136,270
55,-136,279
53,-135,252
58,-135,257
59,-135,215
54,-134,205
55,-134,276
56,-134,215
50,-133,220
53,-133,241
57,-133,309
58,-133,313
59,-133,243
60,-133,258
52,-132,213
55,-132,283
56,-132,211
60,-132,339
61,-132,266
62,-132,265
63,-132,308
53,-131,224
54,-131,203
57,-131,325
58,-131,239
59,-131,319
55,-130,281
56,-130,310
59,-130,348
60,-130,333
61,-130,258
62,-130,351
63,-130,296
64,-130,297
65,-130,260
66,-130,290
-26,-129,280
-25,-129,388
-24,-129,366
-23,-129,236
54,-129,260
57,-129,299
58,-129,255
61,-129,267
62,-129,277
63,-129,373
64,-129,286
65,-129,316
66,-129,388
67,-129,250
59,-128,309
60,-128,347
61,-128,274
63,-128,202
68,-128,251
69,-128,217
57,-127,206
60,-127,289
61,-127,322
62,-127,253
63,-127,366
64,-127,294
65,-127,389
66,-127,283
67,-127,280
68,-127,275
69,-127,290
70,-127,213
62,-126,230
63,-126,301
64,-126,355
65,-126,271
66,-126,271
67,-126,345
68,-126,261
69,-126,245
61,-125,235
64,-125,209
65,-125,297
66,-125,247
70,-125,216
62,-124,201
63,-124,267
67,-124,222
68,-124,232
69,-124,230
70,-124,310
71,-124,222
72,-124,227
73,-124,204
64,-123,221
65,-123,214
68,-123,280
69,-123,293
71,-123,317
72,-123,246
74,-123,319
83,-123,209
65,-122,210
66,-122,207
67,-122,246
68,-122,206
69,-122,204
70,-122,283
71,-122,240
73,-122,332
74,-122,253
75,-122,234
-84,-121,212
65,-121,204
67,-121,225
68,-121,278
69,-121,289
72,-121,335
73,-121,232
74,-121,220
75,-121,213
-84,-120,229
66,-120,206
67,-120,223
69,-120,205
71,-120,313
72,-120,251
73,-120,255
74,-120,290
77,-120,212
79,-120,202
70,-119,280
71,-119,220
72,-119,231
73,-119,325
74,-119,320
76,-119,231
79,-119,285
69,-118,211
72,-118,249
73,-118,276
75,-118,238
76,-118,245
80,-118,302
82,-118,275
71,-117,204
72,-117,208
75,-117,271
76,-117,277
78,-117,305
80,-117,353
82,-117,341
84,-117,267
76,-116,226
78,-116,314
80,-116,351
81,-116,269
82,-116,278
84,-116,312
80,-115,371
81,-115,393
83,-115,318
74,-114,210
79,-114,256
80,-114,201
81,-114,411
82,-114,303
83,-114,373
75,-113,208
76,-113,217
80,-113,244
81,-113,389
82,-113,209
83,-113,400
84,-113,244
85,-113,234
76,-112,231
77,-112,243
79,-112,203
81,-112,332
82,-112,388
83,-112,205
84,-112,275
76,-111,206
77,-111,232
79,-111,244
80,-111,355
82,-111,425
83,-111,201
84,-111,472
86,-111,213
78,-110,201
80,-110,276
81,-110,323
83,-110,362
85,-110,334
81,-109,368
82,-109,258
83,-109,361
84,-109,380
85,-109,283
86,-109,307
87,-109,201
82,-108,307
83,-108,372
84,-108,300
85,-108,371
86,-108,263
88,-108,202
81,-107,267
83,-107,279
85,-107,259
82,-106,276
83,-105,212
90,-104,236
86,-103,266
88,-103,212
90,-103,359
91,-103,342
87,-102,252
88,-102,288
89,-102,292
90,-102,289
91,-102,399
92,-102,358
93,-102,224
87,-101,209
88,-101,286
89,-101,304
90,-101,387
91,-101,340
92,-101,427
93,-101,324
94,-101,329
95,-101,239
89,-100,282
90,-100,331
91,-100,257
92,-100,339
93,-100,478
94,-100,360
95,-100,425
96,-100,244
90,-99,266
91,-99,262
92,-99,262
93,-99,322
94,-99,619
95,-99,368
96,-99,202
90,-98,218
93,-98,265
94,-98,434
95,-98,352
96,-98,258
93,-97,247
94,-97,304
95,-97,418
96,-97,299
84,-96,202
94,-96,250
95,-96,413
96,-96,300
97,-96,262
98,-96,239
99,-96,241
85,-95,202
95,-95,549
96,-95,463
97,-95,408
98,-95,276
99,-95,283
100,-95,321
96,-94,220
97,-94,349
98,-94,397
99,-94,461
100,-94,277
101,-94,264
98,-93,359
99,-93,243
100,-93,387
101,-93,279
100,-92,220
101,-92,407
102,-92,330
101,-91,258
102,-91,407
103,-91,240
101,-90,205
102,-90,237
103,-90,264
104,-90,212
102,-89,231
103,-89,226
105,-89,212
103,-88,258
104,-88,259
-109,-87,249
92,-87,219
104,-87,232
107,-87,214
92,-86,213
93,-86,222
108,-86,224
109,-86,204
92,-85,224
94,-85,253
108,-85,229
110,-85,221
-111,-84,203
93,-84,235
94,-84,256
109,-84,205
111,-84,255
93,-83,252
95,-83,251
110,-83,223
93,-82,236
94,-82,211
111,-82,203
104,-78,255
105,-77,255
106,-77,231
105,-76,217
106,-76,212
105,-75,324
106,-75,256
107,-75,201
113,-75,217
105,-74,363
106,-74,258
107,-74,242
108,-74,251
114,-74,222
105,-73,233
106,-73,508
107,-73,300
108,-73,252
109,-73,208
105,-72,239
106,-72,419
107,-72,403
108,-72,236
109,-72,237
110,-72,207
105,-71,220
106,-71,416
107,-71,358
108,-71,325
109,-71,255
110,-71,286
111,-71,226
105,-70,209
106,-70,456
107,-70,322
108,-70,418
109,-70,257
110,-70,280
111,-70,298
104,-69,204
105,-69,428
106,-69,392
107,-69,371
108,-69,453
109,-69,266
110,-69,291
111,-69,295
112,-69,226
104,-68,280
105,-68,366
106,-68,400
107,-68,414
108,-68,524
109,-68,288
110,-68,293
111,-68,316
112,-68,263
104,-67,260
105,-67,236
106,-67,345
107,-67,412
108,-67,677
109,-67,521
110,-67,513
111,-67,394
112,-67,299
113,-67,218
114,-67,217
105,-66,246
106,-66,364
107,-66,839
108,-66,448
109,-66,352
110,-66,368
111,-66,412
